-- ADDRESS


insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 37439, 'Alcácer do Sal', '6 Heath Hill');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Addison', 'Groombridge', 'agroombridge7n@hao123.com', '278772232');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Darell', 'Gronav', 'dgronav7o@bbb.org', '986509806');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Townsend', 'Caccavella', 'tcaccavella7p@tamu.edu', '330499361');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Damien', 'Whybray', 'dwhybray7q@smugmug.com', '190298263');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Hartwell', 'Luttgert', 'hluttgert7r@ucla.edu', '922608406');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Katlin', 'Esler', 'kesler7s@vistaprint.com', '141250588');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Carlynn', 'Pond', 'cpond7t@macromedia.com', '452792089');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jamesy', 'Side', 'jside7u@webnode.com', '360687364');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Clarine', 'MacCaig', 'cmaccaig7v@gov.uk', '376574147');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Tamma', 'Karim', 'tkarim7w@github.io', '394015114');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Zelig', 'Bister', 'zbister7x@w3.org', '415018971');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Claudelle', 'Ramas', 'cramas7y@ucsd.edu', '382272310');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Temple', 'Sorby', 'tsorby7z@cpanel.net', '288183405');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jillie', 'Sisnett', 'jsisnett80@dropbox.com', '123393156');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Rorke', 'Vittore', 'rvittore81@woothemes.com', '648344434');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Kendre', 'Greenier', 'kgreenier82@msu.edu', '421758357');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Iorgos', 'Ismead', 'iismead83@buzzfeed.com', '366162015');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Hillie', 'Butler', 'hbutler84@hubpages.com', '135564386');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Cly', 'Hayhurst', 'chayhurst85@plala.or.jp', '590805894');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Kenna', 'Arman', 'karman86@printfriendly.com', '577597781');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Romonda', 'Tremlett', 'rtremlett87@flickr.com', '284223586');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Nerte', 'Dowbakin', 'ndowbakin88@guardian.co.uk', '689750268');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Britteny', 'Rochford', 'brochford89@google.es', '103817260');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Glynis', 'Biagi', 'gbiagi8a@nymag.com', '350408603');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Tawnya', 'Scurrer', 'tscurrer8b@arstechnica.com', '826000174');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Roby', 'Stutely', 'rstutely8c@princeton.edu', '479876884');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Muffin', 'Drennan', 'mdrennan8d@discuz.net', '941042405');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Michelina', 'Geist', 'mgeist8e@ustream.tv', '702565389');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Palmer', 'Canti', 'pcanti8f@liveinternet.ru', '823762728');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Noah', 'Dineen', 'ndineen8g@dropbox.com', '116653369');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ryan', 'Birkinshaw', 'rbirkinshaw8h@yahoo.com', '191265641');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Farly', 'Desmond', 'fdesmond8i@is.gd', '604116673');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Gasparo', 'Sizzey', 'gsizzey8j@europa.eu', '601313294');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Morly', 'Dollman', 'mdollman8k@myspace.com', '462666012');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Hamid', 'Anger', 'hanger8l@discovery.com', '316441375');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Othilie', 'Cust', 'ocust8m@vinaora.com', '405802034');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Janel', 'Andrasch', 'jandrasch8n@github.io', '574396492');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Clem', 'Litel', 'clitel8o@latimes.com', '548862127');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Bernard', 'Bell', 'bbell8p@phoca.cz', '655560539');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Thaxter', 'Gutcher', 'tgutcher8q@pcworld.com', '506383515');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Pierre', 'Dimitriev', 'pdimitriev8r@fc2.com', '513484907');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Kathy', 'Procter', 'kprocter8s@tiny.cc', '766843846');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Keith', 'Birchenhead', 'kbirchenhead8t@topsy.com', '609312323');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jolynn', 'Stogill', 'jstogill8u@economist.com', '634411361');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Aindrea', 'Allport', 'aallport8v@sphinn.com', '101390513');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Lori', 'Rubinivitz', 'lrubinivitz8w@shinystat.com', '192960500');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Aldrich', 'Kaplin', 'akaplin8x@bluehost.com', '627986586');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Estele', 'Whistlecroft', 'ewhistlecroft8y@prnewswire.com', '176440505');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ricca', 'Brissard', 'rbrissard8z@adobe.com', '765014967');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Elnar', 'Theml', 'etheml90@miitbeian.gov.cn', '882561671');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Cointon', 'Robbey', 'crobbey91@4shared.com', '339472508');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Dian', 'Balint', 'dbalint92@cbc.ca', '667574927');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Glenden', 'Guinery', 'gguinery93@washingtonpost.com', '499949389');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Guillermo', 'Rowntree', 'growntree94@weather.com', '614498064');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Courtnay', 'McWilliams', 'cmcwilliams95@slideshare.net', '932761733');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Olag', 'Kynder', 'okynder96@forbes.com', '926103799');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jayson', 'Romanin', 'jromanin97@tamu.edu', '457672924');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Chadwick', 'Wyllcocks', 'cwyllcocks98@quantcast.com', '464429221');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Rebecca', 'Wightman', 'rwightman99@webeden.co.uk', '433405449');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jeramey', 'Vedenyapin', 'jvedenyapin9a@t-online.de', '107584244');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Adan', 'Biggs', 'abiggs9b@ebay.com', '965700236');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Adriano', 'Dabnor', 'adabnor9c@scientificamerican.com', '180973260');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Alick', 'Cicculini', 'acicculini9d@exblog.jp', '300484525');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Livvie', 'Eich', 'leich9e@tamu.edu', '381435485');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Yasmeen', 'Connop', 'yconnop9f@mail.ru', '178223422');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Joseito', 'Hackin', 'jhackin9g@ow.ly', '792684318');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ermengarde', 'Laffin', 'elaffin9h@nps.gov', '832723376');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Rhonda', 'Batty', 'rbatty9i@state.gov', '153833770');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Aprilette', 'Cicchillo', 'acicchillo9j@pen.io', '775518419');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Claudetta', 'Hagerty', 'chagerty9k@edublogs.org', '896428457');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Aguie', 'Dymock', 'adymock9l@nba.com', '322939892');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Lelia', 'Trenholme', 'ltrenholme9m@walmart.com', '947296544');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Tarah', 'Grocock', 'tgrocock9n@paginegialle.it', '326265595');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Mario', 'Torel', 'mtorel9o@psu.edu', '775728498');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Pier', 'Douberday', 'pdouberday9p@squidoo.com', '799543222');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ive', 'Glavias', 'iglavias9q@house.gov', '198872207');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Elmer', 'Saura', 'esaura9r@jimdo.com', '599001224');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Fonz', 'Borrell', 'fborrell9s@dagondesign.com', '334518137');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Killian', 'Deverick', 'kdeverick9t@reddit.com', '455376934');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Adriaens', 'Roarty', 'aroarty9u@ftc.gov', '627100722');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Caroljean', 'Chastey', 'cchastey9v@storify.com', '976744399');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Amory', 'Valencia', 'avalencia9w@amazon.co.uk', '704504982');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Wallis', 'Heims', 'wheims9x@gravatar.com', '503045489');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Emmy', 'Wantling', 'ewantling9y@liveinternet.ru', '349237528');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Arvy', 'Sachno', 'asachno9z@cnet.com', '158283257');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Wilhelmina', 'Vass', 'wvassa0@last.fm', '904709792');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Forrest', 'Baston', 'fbastona1@mayoclinic.com', '441449478');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Micah', 'Mithun', 'mmithuna2@t.co', '911904998');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jonah', 'Kulis', 'jkulisa3@wordpress.org', '760145427');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Allegra', 'Moyler', 'amoylera4@drupal.org', '612901379');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Arlee', 'Frankham', 'afrankhama5@patch.com', '994442848');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Correna', 'Curcher', 'ccurchera6@nbcnews.com', '767061343');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Maximilianus', 'Hamner', 'mhamnera7@chronoengine.com', '921367681');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Elliot', 'Manchett', 'emanchetta8@freewebs.com', '602685008');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Richmound', 'Kernermann', 'rkernermanna9@spiegel.de', '756157553');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Lem', 'Davidi', 'ldavidiaa@theatlantic.com', '967117255');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Dyanne', 'Fleury', 'dfleuryab@pagesperso-orange.fr', '784321441');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Marylee', 'Bartlomiejczyk', 'mbartlomiejczykac@bloglines.com', '284746803');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ninetta', 'Wrixon', 'nwrixonad@archive.org', '922896860');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Beulah', 'Taffrey', 'btaffreyae@mediafire.com', '639670124');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Bendite', 'Ibell', 'bibellaf@fc2.com', '961187070');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Correy', 'Gaylord', 'cgaylordag@liveinternet.ru', '739142704');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Kaylee', 'Malpass', 'kmalpassah@squidoo.com', '791623155');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Perceval', 'Vint', 'pvintai@mashable.com', '697703090');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Basia', 'Mellows', 'bmellowsaj@printfriendly.com', '743414004');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Inez', 'Blinman', 'iblinmanak@rediff.com', '710427784');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Nikolai', 'Allam', 'nallamal@yale.edu', '955947536');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Willy', 'Parratt', 'wparrattam@slashdot.org', '819062686');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Raleigh', 'Heinig', 'rheinigan@dot.gov', '226826665');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'April', 'Valentino', 'avalentinoao@house.gov', '898759727');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Casi', 'Little', 'clittleap@answers.com', '660048480');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Armin', 'Dudden', 'aduddenaq@histats.com', '858806238');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Florie', 'Kett', 'fkettar@nasa.gov', '316712838');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ignacius', 'Jolliffe', 'ijolliffeas@google.de', '818538376');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Sumner', 'Eastbrook', 'seastbrookat@infoseek.co.jp', '940141494');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Shauna', 'Mitchley', 'smitchleyau@alibaba.com', '429788294');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Renell', 'Nilges', 'rnilgesav@barnesandnoble.com', '126079137');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Maximilien', 'Bodicum', 'mbodicumaw@w3.org', '634794000');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Sonni', 'Sich', 'ssichax@oakley.com', '427951928');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Wheeler', 'Huortic', 'whuorticay@moonfruit.com', '298568656');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ansley', 'Renn', 'arennaz@newyorker.com', '213316532');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Georgina', 'Cummins', 'gcumminsb0@e-recht24.de', '740246686');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Waylin', 'Philippeaux', 'wphilippeauxb1@jugem.jp', '455128987');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Pepito', 'Trippett', 'ptrippettb2@ow.ly', '330320398');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Tomkin', 'Fenwick', 'tfenwickb3@bbc.co.uk', '385312487');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Lauritz', 'Barkworth', 'lbarkworthb4@yolasite.com', '452102269');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Thorsten', 'Attock', 'tattockb5@imdb.com', '659920920');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Victoria', 'Coathup', 'vcoathupb6@baidu.com', '199059288');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Shell', 'Matejka', 'smatejkab7@businessweek.com', '455551864');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Bryon', 'Fulle', 'bfulleb8@histats.com', '683977559');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Zsa zsa', 'Maddison', 'zmaddisonb9@census.gov', '149699365');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Odie', 'Iannuzzelli', 'oiannuzzelliba@sun.com', '875540162');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Monah', 'Skill', 'mskillbb@toplist.cz', '585123746');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Cosimo', 'Dilon', 'cdilonbc@mtv.com', '453406222');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Cacilia', 'Orrah', 'corrahbd@epa.gov', '277297423');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Wade', 'Nowland', 'wnowlandbe@irs.gov', '717292193');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Whitman', 'MacAlees', 'wmacaleesbf@myspace.com', '256524625');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jerrold', 'Martlew', 'jmartlewbg@feedburner.com', '327047048');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Robinet', 'Vedmore', 'rvedmorebh@oakley.com', '541411957');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jerrold', 'Wernham', 'jwernhambi@squidoo.com', '420469105');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'York', 'Pulster', 'ypulsterbj@plala.or.jp', '757828706');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Crista', 'Ranald', 'cranaldbk@163.com', '307316468');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Guido', 'Solly', 'gsollybl@adobe.com', '750376921');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jacquelin', 'O''Rudden', 'joruddenbm@google.com.au', '127451395');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Sanson', 'Alster', 'salsterbn@rediff.com', '357145301');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Cordi', 'Ruos', 'cruosbo@tripadvisor.com', '711457903');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Sollie', 'Chiommienti', 'schiommientibp@opera.com', '563499384');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Nathalie', 'Cossington', 'ncossingtonbq@com.com', '803276909');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Paulie', 'Eadmeades', 'peadmeadesbr@vk.com', '718817995');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Alphonso', 'Gerriessen', 'agerriessenbs@army.mil', '168784180');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Julee', 'Grund', 'jgrundbt@youku.com', '926470107');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Bennie', 'Vankin', 'bvankinbu@simplemachines.org', '434522816');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Binny', 'Jakucewicz', 'bjakucewiczbv@1688.com', '305815536');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Claire', 'Hasser', 'chasserbw@japanpost.jp', '166647032');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Dela', 'Eliot', 'deliotbx@rambler.ru', '364590939');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Charmine', 'Virgo', 'cvirgoby@google.fr', '872810458');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ethelda', 'Jursch', 'ejurschbz@facebook.com', '650385439');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Bernie', 'Ghione', 'bghionec0@plala.or.jp', '791101362');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Griffy', 'Blachford', 'gblachfordc1@bluehost.com', '346880528');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Shaina', 'Redrup', 'sredrupc2@squarespace.com', '376006366');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Devondra', 'Scain', 'dscainc3@oaic.gov.au', '471360931');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Felicle', 'Powter', 'fpowterc4@microsoft.com', '650076754');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Doro', 'Heyburn', 'dheyburnc5@bluehost.com', '622749443');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Catha', 'McKelloch', 'cmckellochc6@arstechnica.com', '460821963');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Kimberley', 'Waring', 'kwaringc7@spotify.com', '442740741');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Iseabal', 'Becket', 'ibecketc8@oaic.gov.au', '507999746');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Aloysia', 'Huggen', 'ahuggenc9@deviantart.com', '410586409');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Asa', 'Duncan', 'aduncanca@instagram.com', '201986211');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Virgilio', 'Gash', 'vgashcb@moonfruit.com', '732872362');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Star', 'Beagin', 'sbeagincc@twitter.com', '690467331');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ingemar', 'Churchman', 'ichurchmancd@sbwire.com', '377037883');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Byrom', 'Scoullar', 'bscoullarce@barnesandnoble.com', '221696880');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Hallsy', 'Marusic', 'hmarusiccf@bing.com', '784385738');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Karney', 'Djordjevic', 'kdjordjeviccg@rakuten.co.jp', '652909328');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Leodora', 'Booy', 'lbooych@joomla.org', '963016214');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Swen', 'Collet', 'scolletci@amazon.de', '199542670');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Jo', 'Asaaf', 'jasaafcj@privacy.gov.au', '545250829');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Cordelia', 'Gotthard', 'cgotthardck@kickstarter.com', '358239074');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Delcine', 'Aldwick', 'daldwickcl@ezinearticles.com', '670825546');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Morgun', 'Leagas', 'mleagascm@deviantart.com', '860751141');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Anthe', 'Vevers', 'aveverscn@wordpress.org', '206777259');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ephrayim', 'Ellacott', 'eellacottco@ask.com', '593123648');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Blondy', 'Melloy', 'bmelloycp@issuu.com', '629187406');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Humfrey', 'Dinley', 'hdinleycq@dot.gov', '537932739');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Hansiain', 'Clamp', 'hclampcr@home.pl', '612383378');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Ardelle', 'Lishmund', 'alishmundcs@ehow.com', '351128069');
insert into CUSTOMER (id, first_name, last_name, email, phone) values (customer_seq.nextval, 'Gayla', 'Josefsson', 'gjosefssonct@cbsnews.com', '972007009');
